Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Note
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,#indicator+name,,,,,,#date+year,#indicator+type,#indicator+value+num,,
IDN,2008-07-01,2008-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2008,2008,,58.896992,X,base year is 2015
IDN,2009-07-01,2009-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2009,2009,,61.424908,X,base year is 2015
IDN,2010-07-01,2010-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2010,2010,,70.111204,X,base year is 2015
IDN,2011-07-01,2011-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2011,2011,,73.761543,X,base year is 2015
IDN,2012-07-01,2012-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2012,2012,,78.936581,X,base year is 2015
IDN,2013-07-01,2013-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2013,2013,,90.601393,X,base year is 2015
IDN,2014-07-01,2014-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2014,2014,,93.515701,X,base year is 2015
IDN,2015-07-01,2015-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2015,2015,,101.649200,X,base year is 2015
IDN,2016-07-01,2016-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2016,2016,,108.524780,X,base year is 2015
IDN,2017-07-01,2017-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2017,2017,,110.165543,X,base year is 2015
IDN,2018-07-01,2018-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2018,2018,,116.103544,X,base year is 2015
IDN,2019-07-01,2019-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2019,2019,,115.322228,X,base year is 2015
IDN,2020-07-01,2020-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2020,2020,,121.153680,X,base year is 2015
IDN,2021-07-01,2021-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2021,2021,,124.452701,X,base year is 2015
IDN,2022-07-01,2022-07-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2022,2022,,136.056152,X,base year is 2015
IDN,2000-08-01,2000-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2000,2000,,27.211116,X,base year is 2015
IDN,2001-08-01,2001-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2001,2001,,29.609904,X,base year is 2015
IDN,2002-08-01,2002-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2002,2002,,32.266949,X,base year is 2015
IDN,2003-08-01,2003-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2003,2003,,32.594734,X,base year is 2015
IDN,2004-08-01,2004-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2004,2004,,35.142519,X,base year is 2015
IDN,2005-08-01,2005-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2005,2005,,38.474996,X,base year is 2015
IDN,2006-08-01,2006-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2006,2006,,44.325458,X,base year is 2015
IDN,2007-08-01,2007-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2007,2007,,49.495519,X,base year is 2015
IDN,2008-08-01,2008-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2008,2008,,59.448265,X,base year is 2015
IDN,2009-08-01,2009-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2009,2009,,62.219538,X,base year is 2015
IDN,2010-08-01,2010-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2010,2010,,70.438989,X,base year is 2015
IDN,2011-08-01,2011-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2011,2011,,74.551203,X,base year is 2015
IDN,2012-08-01,2012-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2012,2012,,80.103711,X,base year is 2015
IDN,2013-08-01,2013-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2013,2013,,92.211841,X,base year is 2015
IDN,2014-08-01,2014-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2014,2014,,93.851667,X,base year is 2015
IDN,2015-08-01,2015-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2015,2015,,102.508647,X,base year is 2015
IDN,2016-08-01,2016-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2016,2016,,107.821596,X,base year is 2015
IDN,2017-08-01,2017-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2017,2017,,109.462359,X,base year is 2015
IDN,2018-08-01,2018-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2018,2018,,114.775307,X,base year is 2015
IDN,2019-08-01,2019-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2019,2019,,115.634755,X,base year is 2015
IDN,2020-08-01,2020-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2020,2020,,120.129846,X,base year is 2015
IDN,2021-08-01,2021-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2021,2021,,124.111423,X,base year is 2015
IDN,2022-08-01,2022-08-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2022,2022,,133.667206,X,base year is 2015
IDN,2000-09-01,2000-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2000,2000,,26.560514,X,base year is 2015
IDN,2001-09-01,2001-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2001,2001,,29.391378,X,base year is 2015
IDN,2002-09-01,2002-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2002,2002,,32.366277,X,base year is 2015
IDN,2003-09-01,2003-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2003,2003,,32.465606,X,base year is 2015
IDN,2004-09-01,2004-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2004,2004,,34.645876,X,base year is 2015
IDN,2005-09-01,2005-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2005,2005,,40.064255,X,base year is 2015
IDN,2006-09-01,2006-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2006,2006,,44.598614,X,base year is 2015
IDN,2007-09-01,2007-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2007,2007,,50.389485,X,base year is 2015
IDN,2008-09-01,2008-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2008,2008,,60.575649,X,base year is 2015
IDN,2009-09-01,2009-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2009,2009,,63.729337,X,base year is 2015
IDN,2010-09-01,2010-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2010,2010,,70.751875,X,base year is 2015
IDN,2011-09-01,2011-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2011,2011,,74.481674,X,base year is 2015
IDN,2012-09-01,2012-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2012,2012,,79.363648,X,base year is 2015
IDN,2013-09-01,2013-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2013,2013,,89.585682,X,base year is 2015
IDN,2014-09-01,2014-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2014,2014,,93.695404,X,base year is 2015
IDN,2015-09-01,2015-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2015,2015,,101.414805,X,base year is 2015
IDN,2016-09-01,2016-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2016,2016,,107.743464,X,base year is 2015
IDN,2017-09-01,2017-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2017,2017,,108.837306,X,base year is 2015
IDN,2018-09-01,2018-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2018,2018,,112.900149,X,base year is 2015
IDN,2019-09-01,2019-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2019,2019,,115.947281,X,base year is 2015
IDN,2020-09-01,2020-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2020,2020,,119.674809,X,base year is 2015
IDN,2021-09-01,2021-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2021,2021,,123.542626,X,base year is 2015
IDN,2022-09-01,2022-09-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2022,2022,,133.212168,X,base year is 2015
IDN,2000-10-01,2000-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2000,2000,,26.625074,X,base year is 2015
IDN,2001-10-01,2001-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2001,2001,,29.734063,X,base year is 2015
IDN,2002-10-01,2002-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2002,2002,,32.530174,X,base year is 2015
IDN,2003-10-01,2003-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2003,2003,,33.061578,X,base year is 2015
IDN,2004-10-01,2004-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2004,2004,,35.112720,X,base year is 2015
IDN,2005-10-01,2005-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2005,2005,,41.425057,X,base year is 2015
IDN,2006-10-01,2006-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2006,2006,,45.567071,X,base year is 2015
IDN,2007-10-01,2007-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2007,2007,,51.328135,X,base year is 2015
IDN,2008-10-01,2008-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2008,2008,,61.002755,X,base year is 2015
IDN,2009-10-01,2009-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2009,2009,,63.908126,X,base year is 2015
IDN,2010-10-01,2010-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2010,2010,,70.150941,X,base year is 2015
IDN,2011-10-01,2011-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2011,2011,,74.223418,X,base year is 2015
IDN,2012-10-01,2012-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2012,2012,,79.025963,X,base year is 2015
IDN,2013-10-01,2013-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2013,2013,,89.296595,X,base year is 2015
IDN,2014-10-01,2014-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2014,2014,,93.929799,X,base year is 2015
IDN,2015-10-01,2015-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2015,2015,,100.399094,X,base year is 2015
IDN,2016-10-01,2016-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2016,2016,,107.509069,X,base year is 2015
IDN,2017-10-01,2017-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2017,2017,,108.368517,X,base year is 2015
IDN,2018-10-01,2018-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2018,2018,,113.134544,X,base year is 2015
IDN,2019-10-01,2019-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2019,2019,,116.494202,X,base year is 2015
IDN,2020-10-01,2020-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2020,2020,,120.016087,X,base year is 2015
IDN,2021-10-01,2021-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2021,2021,,123.656385,X,base year is 2015
IDN,2022-10-01,2022-10-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2022,2022,,131.960816,X,base year is 2015
IDN,2000-11-01,2000-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2000,2000,,27.240915,X,base year is 2015
IDN,2001-11-01,2001-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2001,2001,,31.164402,X,base year is 2015
IDN,2002-11-01,2002-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2002,2002,,34.183993,X,base year is 2015
IDN,2003-11-01,2003-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2003,2003,,33.886007,X,base year is 2015
IDN,2004-11-01,2004-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2004,2004,,35.907349,X,base year is 2015
IDN,2005-11-01,2005-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2005,2005,,42.448143,X,base year is 2015
IDN,2006-11-01,2006-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2006,2006,,45.865057,X,base year is 2015
IDN,2007-11-01,2007-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2007,2007,,51.348004,X,base year is 2015
IDN,2008-11-01,2008-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2008,2008,,60.595510,X,base year is 2015
IDN,2009-11-01,2009-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2009,2009,,63.381683,X,base year is 2015
IDN,2010-11-01,2010-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2010,2010,,71.198858,X,base year is 2015
IDN,2011-11-01,2011-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2011,2011,,74.660462,X,base year is 2015
IDN,2012-11-01,2012-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2012,2012,,78.921658,X,base year is 2015
IDN,2013-11-01,2013-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2013,2013,,88.866872,X,base year is 2015
IDN,2014-11-01,2014-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2014,2014,,95.945594,X,base year is 2015
IDN,2015-11-01,2015-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2015,2015,,100.711621,X,base year is 2015
IDN,2016-11-01,2016-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2016,2016,,109.306096,X,base year is 2015
IDN,2017-11-01,2017-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2017,2017,,108.759175,X,base year is 2015
IDN,2018-11-01,2018-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2018,2018,,113.368939,X,base year is 2015
IDN,2019-11-01,2019-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2019,2019,,116.806729,X,base year is 2015
IDN,2020-11-01,2020-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2020,2020,,121.039921,X,base year is 2015
IDN,2021-11-01,2021-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2021,2021,,124.680219,X,base year is 2015
IDN,2022-11-01,2022-11-30,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2022,2022,,131.960816,X,base year is 2015
IDN,2000-12-01,2000-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2000,2000,,28.626548,X,base year is 2015
IDN,2001-12-01,2001-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2001,2001,,32.073260,X,base year is 2015
IDN,2002-12-01,2002-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2002,2002,,34.978623,X,base year is 2015
IDN,2003-12-01,2003-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2003,2003,,34.546547,X,base year is 2015
IDN,2004-12-01,2004-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2004,2004,,36.766539,X,base year is 2015
IDN,2005-12-01,2005-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2005,2005,,41.877009,X,base year is 2015
IDN,2006-12-01,2006-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2006,2006,,47.295388,X,base year is 2015
IDN,2007-12-01,2007-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2007,2007,,52.619415,X,base year is 2015
IDN,2008-12-01,2008-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2008,2008,,60.938195,X,base year is 2015
IDN,2009-12-01,2009-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2009,2009,,63.302215,X,base year is 2015
IDN,2010-12-01,2010-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2010,2010,,73.200331,X,base year is 2015
IDN,2011-12-01,2011-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2011,2011,,75.867314,X,base year is 2015
IDN,2012-12-01,2012-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2012,2012,,80.178170,X,base year is 2015
IDN,2013-12-01,2013-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2013,2013,,89.570056,X,base year is 2015
IDN,2014-12-01,2014-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2014,2014,,99.039605,X,base year is 2015
IDN,2015-12-01,2015-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2015,2015,,103.915016,X,base year is 2015
IDN,2016-12-01,2016-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2016,2016,,109.853017,X,base year is 2015
IDN,2017-12-01,2017-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2017,2017,,108.368517,X,base year is 2015
IDN,2018-12-01,2018-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2018,2018,,115.009702,X,base year is 2015
IDN,2019-12-01,2019-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2019,2019,,117.119255,X,base year is 2015
IDN,2020-12-01,2020-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2020,2020,,122.860070,X,base year is 2015
IDN,2021-12-01,2021-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2021,2021,,126.614128,X,base year is 2015
IDN,2022-12-01,2022-12-31,101,'360,Indonesia,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2022,2022,,134.008484,X,base year is 2015
IDN,2000-01-01,2000-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2000,2000,,32.453700,X,base year is 2015
IDN,2001-01-01,2001-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2001,2001,,35.140470,X,base year is 2015
IDN,2002-01-01,2002-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2002,2002,,40.257830,X,base year is 2015
IDN,2003-01-01,2003-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2003,2003,,43.744380,X,base year is 2015
IDN,2004-01-01,2004-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2004,2004,,45.862560,X,base year is 2015
IDN,2005-01-01,2005-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2005,2005,,49.180410,X,base year is 2015
IDN,2006-01-01,2006-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2006,2006,,57.571880,X,base year is 2015
IDN,2007-01-01,2007-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2007,2007,,61.177150,X,base year is 2015
IDN,2008-01-01,2008-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2008,2008,,65.682180,X,base year is 2015
IDN,2009-01-01,2009-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2009,2009,,71.093220,X,base year is 2015
IDN,2010-01-01,2010-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2010,2010,,73.736240,X,base year is 2015
IDN,2011-01-01,2011-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2011,2011,,78.909840,X,base year is 2015
IDN,2012-01-01,2012-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2012,2012,,81.790310,X,base year is 2015
IDN,2013-01-01,2013-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2013,2013,,85.167400,X,base year is 2015
IDN,2014-01-01,2014-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2014,2014,,92.167800,X,base year is 2015
IDN,2015-01-01,2015-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2015,2015,,98.578610,X,base year is 2015
IDN,2016-01-01,2016-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2016,2016,,102.655900,X,base year is 2015
IDN,2017-01-01,2017-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2017,2017,,106.243300,X,base year is 2015
IDN,2018-01-01,2018-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2018,2018,,109.697900,X,base year is 2015
IDN,2019-01-01,2019-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2019,2019,,112.795300,X,base year is 2015
IDN,2020-01-01,2020-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2020,2020,,115.818000,X,base year is 2015
IDN,2021-01-01,2021-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2021,2021,,117.617800,X,base year is 2015
IDN,2022-01-01,2022-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2022,2022,,120.182200,X,base year is 2015
IDN,2023-01-01,2023-01-31,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2023,2023,,126.530400,X,base year is 2015
IDN,2000-02-01,2000-02-29,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2000,2000,,32.478690,X,base year is 2015
IDN,2001-02-01,2001-02-28,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2001,2001,,35.440380,X,base year is 2015
IDN,2002-02-01,2002-02-28,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2002,2002,,40.713950,X,base year is 2015
IDN,2003-02-01,2003-02-28,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2003,2003,,43.825610,X,base year is 2015
IDN,2004-02-01,2004-02-29,101,'360,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2004,2004,,45.818820,X,base year is 2015
